patch_index,cross_engine_lsd_db,context_leakage_lsd_db
842,0.0001089918477469,0.0
843,5.073620519800739e-06,0.0
844,3.609693319535679e-05,0.0
845,1.828800547296513e-05,0.0
846,0.0036619978313918,0.0
847,2.909994010375212e-05,0.0
850,4.768225683971668e-05,0.0
851,1.4097566843827487e-05,0.0
852,4.609090617466842e-05,0.0
853,6.861748335710098,7.399243758779108
854,11.240496062911944,10.832365195844133
855,8.107977960452948e-05,0.0
856,0.0002297494803812,0.0
857,2.6926452023319463e-05,0.0
858,8.640854825798105e-06,0.0
859,2.1264682906072323e-05,0.0
860,9.374796134545332e-06,0.0
861,6.929513377494963e-05,0.0
863,4.1083119426815225e-05,0.0
864,2.716490531503391e-05,0.0
865,0.0001601519364143,0.0
866,4.285406717343739e-05,0.0
867,8.240965093054463,8.503651523203114
868,3.9270853692195306e-05,0.0
869,4.3995896795316374e-05,0.0
870,6.068540333372713,7.32004885126295
871,6.798897772073871,6.888434228285142
872,3.7340001650050985e-06,0.0
873,5.38402471278191e-06,0.0
874,4.695979119440256e-05,0.0
875,6.858607361768809e-06,0.0
876,5.5993257187268746e-05,0.0
877,7.725092133416503e-05,0.0
878,0.0004784187140312,0.0
879,1.8919345685495707e-05,0.0
880,7.533028916271012e-05,0.0
881,2.8707911482054274e-05,0.0
882,8.656998125504189e-06,0.0
883,6.98619456778744e-05,0.0
884,4.878419049142473,6.0083403216223825
885,4.7969458898400576e-05,0.0
886,4.2262230782540305e-05,0.0
887,1.56110344304331e-05,0.0
888,3.955152593127455e-06,0.0
889,4.764579791063516e-06,0.0
892,7.183015589258782,7.157002804744288
893,7.123175732540816e-06,0.0
894,9.0132708561467e-05,0.0
895,0.0001566711057714,0.0
896,1.5244624031719946e-05,0.0
897,3.930722010594184e-06,0.0
898,0.0002291998841035,0.0
899,7.80138172792029e-06,0.0
900,2.8121992032889447e-05,0.0
902,1.5369673138649586e-05,0.0
903,8.31498803194974,8.360571542523438
904,5.100372656799111e-05,0.0
905,1.0273055224644573e-05,0.0
906,3.065231272952517e-05,0.0
907,8.153318755498397e-05,0.0
908,6.035976578365588,6.285211609102025
909,9.235550206523412,8.27653364294091
910,0.0001324852908716,0.0
911,8.15535134081265e-05,0.0
912,0.0001210838941601,0.0
914,2.02386303908601e-05,0.0
916,7.653002471852881,7.724026629616389
917,9.93592212881828e-05,0.0
918,8.780989039662634e-05,0.0
919,4.701169044378816e-05,0.0
920,2.389342636317764e-05,0.0
921,7.612870361612084e-05,0.0
923,6.576102032045675e-05,0.0
924,2.675932193124804e-05,0.0
925,5.853582206239393e-05,0.0
926,5.161615488328132e-05,0.0
927,2.8295649465648768e-05,0.0
928,7.42419641426216e-05,0.0
929,7.308121510509571,6.516356590185693
930,5.719559717115664e-05,0.0
931,0.0001861272416075,0.0
932,3.037993824422596e-05,0.0
933,1.3812305296384858e-05,0.0
934,2.862219696464256e-05,0.0
935,1.3615097275278404e-05,0.0
936,0.0002487585383503,0.0
937,7.912200120413098e-05,0.0
938,0.000588639720839,0.0
939,0.0001237753779091,0.0
941,1.5293022309354136e-05,0.0
942,0.0003455582563331,0.0
